番号,集数,名字,播放量,投稿时间,作者,收藏数,硬币数,评论数,弹幕数,标签 
14523710,1,【台配国语】新哆啦A梦293——玩具外星人、变身树叶,2243,2017-09-18 16:51,喜欢动画片,39,4,9,18,"['哆啦A梦', '日本动画', '童年', '国语']"
14522958,1,【DVDRip/英语中字】精灵宝可梦  前往超克的时空,1966,2017-09-18 16:51,SR新兰,79,4,11,4,['精灵宝可梦']
12587337,10,1992年《X战警》动画第五季10集全【中英双字熟肉】,9177,2017-09-17 16:36,装逼富,1082,110,57,137,"['怀旧', 'X战警', '童年', '金刚狼', '漫威', '经典', '欧美动画', '更新看心情', '90年代', '漫改作品']"
14489068,2,【BD720P】初音岛D.C.if -OVA2话全【澄空】,1788,2017-09-17 16:19,妹妹的胖次很香,157,12,24,26,"['初音岛', 'OVA', '妹妹保护协会团长']"
14516862,12,【1080P/BDRip】金刚狼 WOLVERINE 2011【异域】,10111,2017-09-16 18:36,起名费劲太郎,1178,39,99,100,"['TV动画', '折笠富美子', 'MADHOUSE', '柴田秀胜', '小山力也', '青山弘']"
14515200,1,【480P/粤语】婚纱小天使 OVA 02 【1997】,786,2017-09-16 17:54,もったいない,60,4,5,5,"['经典', '怀旧', '日本动画', '粤语', 'OVA•OAD']"
14514624,26,【合集】小马宝莉 友谊的魔力 第一季 （日文版）【爱上电线杆的TFO字幕组】,2876,2017-09-16 17:53,小波波384,264,14,34,71,"['小马宝莉 友谊的魔力', '彩虹小马', '邪教的力量']"
14514082,12,【1080P】希德尼娅的骑士 第一季【英配生肉】,5467,2017-09-16 17:51,无所事事哈士奇,242,16,23,31,"['日本动画', '1080P']"
13967569,178,【DVD版】网球王子（The Prince of Tennis） 001-178  日语中字,100951,2017-09-16 17:51,美万,10640,674,557,8954,"['高清', '日本动画', '网球王子', '校园', 'DVD', '越前龙马', '经典', '运动', '热血']"
14510495,31,【动画/科幻】战神金刚：传奇的保护神 全3季（中英双字）,6860,2017-09-16 16:07,のMadsQu,462,15,10,60,['战神金刚：传奇的保护神']
14457122,1,南方公园 第20季 第四集.South.Park.S20E04.【中英字幕】.WEB-HR.AAC.1024X576.x264,11433,2017-09-16 14:01,hyperstomp,173,21,19,101,"['动画', '喜剧', '美剧', '南方公园', '经典']"
14497013,12,【720P/BDRip】背骑少女【生肉】,4651,2017-09-16 13:48,爱妹无双,411,5,17,12,"['芭蕾', '科幻', '生肉', '奇幻', '青春', '热血', '720P', '战斗']"
14492772,2,【1080P/BDrip】鲁邦三世 2014剧场版 次元大介的墓碑 【天香】,7355,2017-09-16 12:37,萨潞法迩,561,25,28,133,"['搞笑', '动作', '奇幻', '神作', '泽城美雪', '鲁邦三世', '剧场版', '经典', '怪盗']"
14494770,1,【720P】魔卡少女樱 OAD/CLEAR CARD篇 序章 【桜都】,7253,2017-09-16 12:36,萨潞法迩,256,32,28,53,"['恋爱', '关智一', '绪方惠美', '少女', '百合', '魔卡少女樱', '初代萌王', '久川绫', '腐基', '丹下樱']"
14493866,1,精灵宝可梦之夏日祭典【tvb配音】,1729,2017-09-16 12:35,B站有丶毒,14,1,2,8,"['粤语', '精灵宝可梦', '皮卡丘', 'TVB配音', '三色台']"
14491858,1,【1080P/BDrip】鲁邦三世2013年特别篇  微风公主  隐藏的空中都市【百度鲁邦三世吧字幕组】,4926,2017-09-16 12:34,魯邦叁世,383,68,41,308,"['渡边明乃', '泽城美雪', '鲁邦三世', '石川由依', '次元大介']"
14489771,7,【动画/科幻】战神金刚：传奇的保护神S03（全7集/中英双字）,1139,2017-09-16 12:34,のMadsQu,50,3,5,4,['战神金刚']
14489418,1,【576P/生肉】飞轮少年 OAD 02 【2010】,1511,2017-09-16 12:32,奶活家教Shaw_K,36,0,7,3,"['日本动画', 'OVA•OAD']"
14473038,140,【日语中字】【合集】精灵宝可梦XY,101158,2017-09-16 12:31,SR新兰,11533,851,331,7863,['精灵宝可梦']
14480642,1,【576P/生肉】飞轮少年 OAD 01 【2010】,1620,2017-09-16 12:03,奶活家教Shaw_K,35,4,5,3,"['日本动画', '生肉', 'OVA•OAD']"
14484359,18,【SF字幕组/720P/DVDRIP/持续补坑中】双子星公主/不可思议星球的双胞胎公主Gyu！,10431,2017-09-16 12:01,琪露诺の智商,2453,226,366,284,"['TV动画', '日本动画', '高清', 'DVDRIP', '欢乐向', '不可思议星球的双胞胎公主', '双子星公主', '熟肉', '720P', 'Gyu']"
14481332,1,【396P/生肉】斗将戴莫斯 剧场版【1978】,266,2017-09-16 11:55,奶活家教Shaw_K,9,1,3,0,"['日本动画', '剧场版', '经典']"
14484506,1,南方公园 第20季 第五集 .South.Park.S20 E05.【中英字幕】. WEB-HR.AAC.1024X576.x264,10842,2017-09-16 10:34,hyperstomp,187,13,24,58,"['经典', '喜剧', '美剧', '南方公园']"
14479664,12,【BD1080P】螺丝侠 EAT-MAN 97【中文字幕】,1277,2017-09-16 10:22,hungry小浩纸,160,18,22,10,"['EAT-MAN', '食铁酷客', '螺丝侠', '冒险家']"
14492346,1,【台配国语】新哆啦A梦292——避开人潮的黄金周、公寓树,3212,2017-09-16 08:22,喜欢动画片,63,4,15,52,"['哆啦A梦', '经典动漫', '国语']"
14498759,4,【合集·生肉】牙狼〈GARO〉-炎の刻印- 特报 PV,1374,2017-09-16 07:30,耀瞳师,10,0,7,0,"['牙狼', '日本动画', 'PV', '生肉', 'TV动画', '特摄', '牙狼〈GARO〉-炎の刻印-']"
14473258,1,【540P/英语字幕】校园迷糊大王 OVA 01【2005】,4069,2017-09-15 11:42,奶活家教Shaw_K,39,12,6,1,"['日本动画', '经典', 'OVA•OAD']"
14467692,1,【DVD720p】魔卡少女樱 Clear Card篇 OAD【届恋字幕组】,137371,2017-09-15 11:20,菜刀酱,14579,2112,755,3474,"['木之本樱', '魔卡少女樱', '初代萌王', 'OAD', '小樱', 'Clamp', 'Clear Card']"
14462558,24,【480P】四月一日灵异事件簿【粤语版】,3029,2017-09-15 10:59,樱花与烟花,175,6,9,4,"['四月一日灵异事件簿', '灵异', '日本动画', '奇幻', 'XXXHOLIC', '粤语', 'TVB配音', '次元魔女', '郭碧珍']"
14465942,1,【1080P/BDrip】鲁邦三世1992年特别篇 俄罗斯之恋【中文字幕】,6154,2017-09-15 10:59,魯邦叁世,651,62,43,277,"['鲁邦三世', '山田康雄', '次元大介', '峰不二子', '拉斯普京']"
14462769,12,【720P/BDRip】红Kurenai【生肉】,1749,2017-09-15 10:56,爱妹无双,137,3,16,4,"['校园', '搞笑', '治愈向', '720P', 'BDRIP']"
14466950,1,【480P/粤语】婚纱小天使 OVA01 【无字幕】,1276,2017-09-15 10:46,もったいない,96,6,8,20,"['中文', '搞笑', '日本动画', '国语']"
14463595,1,【480P/生肉】哆啦A梦 大雄的海底鬼岩城,1972,2017-09-15 10:30,奶活家教Shaw_K,17,5,6,3,"['日本动画', '生肉', '剧场版', '经典', '哆啦A梦']"
14461605,1,【1080P/BDRip】夏目友人帐 伍 特别篇02/游戏之宴 【WOLF】,18130,2017-09-15 10:27,萨潞法迩,1730,88,80,222,"['泽城美雪', '诹访部顺一', '井上和彦', '夏目友人帐', '佐藤利奈', '神作', '小林沙苗', '石田彰', '治愈向', '伊藤美纪']"
14471055,1,【OAD】魔卡少女樱CLEAR CARD OAD【雪飘】,56145,2017-09-15 10:23,空灵雨迹,5886,1186,609,2200,['魔卡少女樱']
14460675,1,【台配国语】新哆啦A梦291——哆啦A梦的百年时光胶囊,4236,2017-09-14 20:44,喜欢动画片,84,14,12,33,"['哆啦A梦', '日本动画', 'TV动画', '国语']"
14457547,1,【544P/生肉】火圣旅团999.9【1998】,212,2017-09-14 20:43,奶活家教Shaw_K,13,2,2,0,"['日本动画', '科幻', '生肉', '奇幻', '经典']"
14439797,1,【1080P/BDRip】夏目友人帐 伍 特别篇01/一夜酒杯【WOLF】,7441,2017-09-14 20:39,萨潞法迩,597,39,27,74,"['诹访部顺一', '神谷浩史', '奇幻', '泽城美雪', '小林沙苗', '石田彰', '治愈', '佐藤利奈', '神作', '妖怪']"
14449750,13,【合集】機動戰士鋼彈桑【HYSUB】,1104,2017-09-14 13:17,小林的眼镜,98,25,5,15,"['搞笑', '机战', '经典', '机动战士高达', '日本动画', '油管搬运']"
14446054,1,【补档/720p】哆啦A梦新番190-大雄的热血运动会 【129.3字幕】,5845,2017-09-14 13:00,哆啦有个梦,180,22,32,238,['哆啦A梦']
14432658,49,【旧版】全职猎人（大陆配音版）（1-49）,6368,2017-09-14 11:36,葱仔,271,13,50,29,"['童年', '全职猎人', '国语', '国配']"
14446808,1,【720P/生肉】星界死者之书 OVA【2007】,3137,2017-09-14 11:36,奶活家教Shaw_K,47,8,3,4,"['日本动画', '生肉', '经典', '720P', 'OVA•OAD']"
14447210,4,【720P/日语中字】精灵宝可梦XY特别篇 最强Mega进化,26305,2017-09-14 11:36,SR新兰,1929,61,73,375,"['精灵宝可梦', '特别篇']"
14440487,26,【720P/BDRip】日常【生肉】,3975,2017-09-14 11:18,爱妹无双,264,11,23,31,"['搞笑', '经典', '神作', '治愈向', '校园', 'BDRIP', '720P']"
14439767,52,【天方夜谭】【1975年】【52集全集】【国语中字】,2557,2017-09-14 11:17,绝望女神,590,23,23,16,"['TV动画', '冒险', '怀旧', '中文', '阿拉丁', '天方夜谭', '国语', '辛巴达', '阿里巴巴']"
14436359,1,【蜡笔小新sp】20周年  果然是兄妹+宇宙家族野原后篇+小宝宝的名字决定了,16766,2017-09-14 11:12,新酱的小屁屁,625,28,33,219,"['动漫', '经典', '蜡笔小新', '特别篇', '搞笑', '20周年', 'sp']"
14434385,26,【26集全】企鹅家族第四季,1389,2017-09-14 11:10,吃不饱的amo,202,7,12,11,"['怀旧', '企鹅家族', '粘土动画']"
14433441,1,【台配国语】新哆啦A梦290——泡美味的温泉、寻宝工具组,2398,2017-09-14 11:09,喜欢动画片,39,5,7,27,"['哆啦A梦', '经典动漫', '国语']"
14417480,1,【1080P/BDrip】鲁邦三世1978年剧场版 鲁邦vs复制人【中文字幕】,10795,2017-09-13 23:15,魯邦叁世,915,80,72,192,"['鲁邦三世', '剧场版', '1080P', '山田康雄']"
14407200,48,【合集】精灵宝可梦XY&Z【日语中字】,123539,2017-09-13 12:03,莉莎娜,11319,1115,509,9022,"['精灵宝可梦', '神奇宝贝', '宠物小精灵', '小智', '热血', '燃向']"
14234754,1,【480P/生肉】剧场版：酋雷姆VS圣剑士 凯路迪欧,1716,2017-09-13 11:36,奶活家教Shaw_K,50,6,2,11,"['日本动画', '神奇宝贝', '宠物小精灵', '生肉', '剧场版', '精灵宝可梦']"
14395847,24,【合集】怪物弹珠 第二季 前篇（#00~#23）,33580,2017-09-13 11:21,哔哩哔哩番剧,126,35,152,538,"['BILIBILI正版', 'TV动画']"
14407706,1,【台配国语】新哆啦A梦289——笑的人生、大雄的儿子离家出走了,3421,2017-09-13 11:15,喜欢动画片,59,7,11,31,"['童年', '怀旧', '哆啦A梦', '日本动画', '搞笑', '经典动漫', '国语']"
14406748,2,【720P/DVDRip】蠟筆小新番外篇(END)- 炸花枝圈傳奇哦! SP【HD中文配音】,33415,2017-09-13 11:15,ㅍ张嘻嘻ㅍ,938,29,28,237,"['日本动画', '中文', '动画', '经典', 'ACG配音', '蜡笔小新', '动漫', '720P', '中配', '官方番外篇']"
14415850,1,【BD720P/生肉】翼神传说 SP,1847,2017-09-13 11:13,奶活家教Shaw_K,41,0,3,1,"['生肉', '经典', '日本动画', '720P']"
14415040,1,【BD720P/生肉】翼神传说 OVA【2003】,2189,2017-09-13 11:12,奶活家教Shaw_K,55,0,2,1,"['日本动画', '720P', 'BDRIP', 'OVA•OAD']"
14363743,1,【剧场版】KERORO军曹超剧场版【华娱卫视国语/台配国语】,3208,2017-09-13 11:11,國語動漫,128,18,11,17,"['华娱卫视', '经典', '怀旧', '日本动画', '剧场版', '国语动漫', '星空卫视', '青蛙军曹', '台配国语', 'Keroro军曹']"
14416992,1,【剧场版】KERORO军曹剧场版5：奇迹的时空岛【华娱卫视国语/台配国语】,1924,2017-09-13 11:07,國語動漫,92,6,2,5,"['怀旧', '经典', '日本动画', '华娱卫视', '剧场版', '星空卫视', '国语动漫', '青蛙军曹']"
14416966,1,【剧场版】KERORO军曹剧场版4：侵袭龙勇士【华娱卫视国语/台配国语】,2298,2017-09-13 11:06,國語動漫,101,9,5,3,"['经典', '日本动画', '华娱卫视', '剧场版', '怀旧', '国语动漫', '星空卫视', '青蛙军曹']"
14417000,1,【剧场版】KERORO军曹剧场版3：天空大决战【华娱卫视国语/台配国语】,1889,2017-09-13 11:06,國語動漫,98,10,5,6,"['日本动画', '剧场版', 'KERORO军曹', '怀旧', '经典', '华娱卫视', '青蛙军曹', '星空卫视', '国语动漫']"
14419650,1,【DVDRip/英语生肉】精灵宝可梦 时拉比穿越时空的遭遇,1027,2017-09-13 11:05,SR新兰,31,1,18,1,['精灵宝可梦']
14418321,1,【720P/BDRip】 A CHANNEL   OVA 02【生肉】,7777,2017-09-13 10:50,爱妹无双,326,10,25,13,"['OVA', '720P', 'BDRIP']"
14418313,1,【720P/BDRip】 A CHANNEL   OVA 01【生肉】,6299,2017-09-13 10:49,爱妹无双,322,9,17,31,"['OVA', 'BDRIP', '720P']"
14390443,1,【生肉】08.神奇寶貝(無印)-第5集-尼比市的決鬥!(2017精選10)[直播無字幕][720P],1600,2017-09-13 10:46,坂田楠雄,17,3,17,3,"['经典', '生肉', '寵物小精靈', '神奇寶貝', '精靈寶可夢', 'Pokémon']"
14379497,13,【480P/标清】梦想成真【兰萌字幕社】,373,2017-09-12 19:31,幻影动漫社,21,2,3,0,"['动画', '校园', '搞笑', '动漫', '经典', '治郁', 'TV动画', '合集', '热血']"
14397148,1,【1080P】英雄传说-空之轨迹【日配英字】,55753,2017-09-12 19:27,无所事事哈士奇,3405,116,185,238,"['空之轨迹', '日本动画', '剧场版', '英雄传说']"
14400623,2,【DVD480P/生肉】出云传奇 OVA 【1997】,1297,2017-09-12 19:23,奶活家教Shaw_K,106,5,8,8,"['经典', '日本动画', '腐向', 'OVA•OAD']"
14405554,1,【480P/生肉】NINETEEN 19 【1990】,66073,2017-09-12 19:23,奶活家教Shaw_K,1787,31,238,387,"['经典', '治愈', '日本动画', '生肉', '恋爱', '日常']"
13742871,49,【合集】精灵宝可梦XY&Z,246574,2017-09-12 17:38,哔哩哔哩番剧,1401,400,1023,17645,['BILIBILI正版']
14268653,26,【360P/生肉合集】 变形金刚：伪装的机器人 第1季【2015年美版】,357,2017-09-12 11:42,Jo-y,19,1,1,0,['动漫英配']
14359957,34,【生肉】忍者乱太郎第16季【粤语】,4021,2017-09-12 11:37,七棱镜,285,12,11,14,"['TVB', '忍者乱太郎']"
14379030,3,【480P/生肉】天使禁猎区 OVA【2000】,7210,2017-09-12 11:33,奶活家教Shaw_K,639,33,53,13,"['高清', '经典', '怀旧', '日本动画', '生肉', 'OVA•OAD']"
14383916,12,【1080P/BDRip】便·当/半价争夺战 Ben-Tou【生肉】,45146,2017-09-12 11:31,萨潞法迩,3883,126,299,484,"['堀江由衣', '悠木碧', '冈本信彦', '花泽香菜', '动作', '茅野爱衣', '搞笑', '田村由加莉', '便当', '肉番', '热血', '下野纮']"
14386908,15,【1080P/BDRip】散华礼弥/僵尸哪有那么萌？Sankarea【生肉】,4556,2017-09-12 11:31,萨潞法迩,239,15,20,15,"['少女', '福圆美里', '矢作纱友里', '冒险', '内田真礼', '情感', '木村良平', '井口裕香']"
14363731,12,【720P/BDRip】 A CHANNEL【生肉】,3502,2017-09-12 11:25,爱妹无双,416,11,31,16,"['美少女', 'LOLI', '校园', '搞笑', '治愈', 'BDRIP', '720P']"
13942213,26,【合集】校园迷糊大王二学期,58879,2017-09-12 10:05,哔哩哔哩番剧,404,269,543,7269,['BILIBILI正版']
12539691,5,【缺补集】未来卡搭档对战第二季 01-05 【荣耀时空字幕】,2197,2017-09-11 22:11,荣耀时空字幕工作室,80,43,53,41,"['动漫', '有生之年', '校园', '中文字幕', 'buddyfight', '未来卡搭档对战', '1080P', '未来卡 搭档对战', 'FUTURE CARD BUD']"
14357674,3,【粤语生肉/渣画质】忍者乱太郎1996剧场版 轻身剂之谜,504,2017-09-11 21:37,七棱镜,29,0,1,1,"['TVB', '忍者乱太郎']"
14351930,1,【台配国语】新哆啦A梦287——为你效劳草、迟音糖,1025,2017-09-11 20:50,喜欢动画片,31,1,2,9,"['日本动画', '中文', '哆啦A梦', '国语', '经典动漫']"
12521979,64,【合集】钢之炼金术师FA【独家正版】,1250642,2017-09-11 18:23,哔哩哔哩番剧,5251,7228,11580,55141,['BONES']
14205528,1,【480P】Chivas 1-2-3 OVA1【冷番补完字幕组】,6973,2017-09-11 17:30,有酒乐逍遥year,365,15,31,17,['480P']
14308152,78,【合集】降魔勇士 国语版【78集全】,34487,2017-09-11 17:30,一个快乐的芽芽君,2213,246,249,373,"['童年回忆', '经典', '怀旧', '合集', '降魔勇士', '珍贵资源', '降魔勇士国语版', '亚汉', '喳喳鸟', '星星铁']"
14331109,65,【合集/480P】蜘蛛侠【国语版】,28698,2017-09-11 17:26,愤怒的皮瓜,3654,260,236,1761,"['蜘蛛侠', '动画', '童年', '完结动画']"
14342006,1,【剧场版】猫和老鼠剧场版 飙风天王【英语中字】,5718,2017-09-11 17:23,熊猫烧香0_O,175,30,15,89,"['回忆', '童年动画', '欢乐']"
14349456,39,【合集】老夫子之魔界梦战记【国语版】,46329,2017-09-11 17:17,B站有丶毒,5419,232,382,472,"['怀旧', '童年', '经典']"
14351552,4,【720P】Hybrid Child【生肉】,3195,2017-09-11 17:16,SR新兰,252,4,17,11,"['日本动画', '生肉', '720P', '腐向']"
14352523,12,【全集】元气囝仔【粤语】,3637,2017-09-11 17:13,もったいない,311,9,7,18,"['元气囝仔', '日本动画', 'TV动画', '粤语', '粤配']"
14362342,1,【补档】小马国女孩4：无尽之森传奇【熟肉/潮汐版】,3948,2017-09-11 17:10,风暴终结,375,68,110,60,"['MY LITTLE PONY', '小马宝莉', '小马国女孩', '彩虹小马', '我的小马驹']"
14368848,1,【DVDrip720P】搞怪拍档 伊甸计划 剧场版 1987【中文字幕】,398,2017-09-11 17:05,hungry小浩纸,51,6,7,1,"['银河女警花', '搞怪拍档']"
14340524,65,【DVDRip】百变雄狮 全65集【生肉】,3128,2017-09-10 15:20,果咩那塞,177,5,11,22,"['经典', 'TV动画', '机战', '动漫', '欧美', '720P', '合集']"
14339700,25,【720P/BDRip】GOSICK【生肉】,9838,2017-09-10 15:11,爱妹无双,737,24,54,38,"['美少女', 'LOLI', '校园', '悬疑', '生肉', 'BDRIP', '720P']"
14337941,1,【1080P】英雄传说-空之轨迹【英配生肉】,5827,2017-09-10 15:07,无所事事哈士奇,225,11,22,17,"['英雄传说', '空之轨迹', '日本动画', '剧场版']"
14334382,1,【剧场版】追逐繁星的孩子【台配国语】,4232,2017-09-10 15:02,浩劫2017,181,6,7,7,"['日本动画', '中文', '剧场版', '720P']"
14317782,1,【台配国语】新哆啦A梦285——电视公司开播了、把那家伙固定,1408,2017-09-10 14:26,喜欢动画片,36,3,9,13,"['哆啦A梦', '童年', '国语', '经典动漫']"
14314738,1,【720P】怪诞小镇Gravity falls 第二季 09【迪幻】,--,2017-09-10 14:09,bquefangc34937,872,67,61,92,['怪诞小镇']
14315379,13,【BDRip1080p】魔法少女奈叶(无印)【雪飘工作室】,5873,2017-09-10 13:44,菜刀酱,1245,88,59,51,"['魔炮', '第一季', 'BD']"
14285591,6,【DVD480P/生肉】恐怖宠物店【1999】,12820,2017-09-10 11:45,奶活家教Shaw_K,729,34,25,78,"['经典', '日本动画', '猎奇', '恐怖宠物店']"
14281154,1,【补档/720p】哆啦A梦新番45？-计划时钟&大雄的忍者修行【银光/天空字幕】,13057,2017-09-09 19:00,哆啦有个梦,235,25,47,152,"['哆啦A梦', '计划时钟', '大雄的忍者修行']"
14245407,44,咕噜咕噜魔法阵 第一部【国语配音】,1665,2017-09-09 16:07,终生大会员,112,4,7,1,['咕噜咕噜魔法阵第一部国语']
14296679,1,【TVB粤语】【熟肉】哆啦A梦大山版：铁肌肉软膏,2733,2017-09-09 11:18,鬼迷君,25,2,11,28,"['TVB粤语', '哆啦A梦', 'TV动画', '粤语', '童年', '粤语版哆啦A梦', '哆啦A梦大山版']"
14294929,1,【1080P/BDrip】鲁邦三世1979年剧场版 卡里奥斯特罗之城【鲁邦三世吧修正字幕】,9671,2017-09-09 11:15,魯邦叁世,1129,176,84,487,"['鲁邦三世', '宫崎骏', '剧场版', '山田康雄']"
14294825,13,【BDRip1080p】魔法少女奈叶A's【雪飘工作室】,3100,2017-09-09 11:11,菜刀酱,727,62,32,13,"['田村由加莉', '魔法少女奈叶', '第二季', '魔炮']"
14293534,28,【720P/BDRip】电脑线圈【生肉】,1643,2017-09-09 11:08,爱妹无双,182,14,12,7,"['生肉', '神作', '720P', 'BDRip']"
14293976,13,【1080P/BDRip】DOG DAYS （生肉）,4873,2017-09-09 11:08,萨潞法迩,182,12,17,13,"['少女', '竹达彩奈', '小清水亚美', '阿澄佳奈', '水树奈奈', '魔法', '堀江由衣', '穿越', '异世界', '战斗']"
14291039,5,【480P/粤语】我的女神/幸运女神 OVA【1993】,2186,2017-09-09 11:06,もったいない,127,15,6,6,"['怀旧', '日本动画', '粤语', '经典', 'OVA•OAD']"
14288823,1,【TVB粤语】城市猎人-保镖密令（1995）,4216,2017-09-09 10:55,一只广东佬,249,11,10,10,"['经典', 'TVB', '日本动画', 'TV动画', '粤语', '剧场版']"
14292170,1,【1040P/BDrip】鲁邦三世1979年剧场版 卡里奥斯特罗之城【英语配音】,2296,2017-09-09 08:14,魯邦叁世,174,16,33,9,"['宫崎骏', '剧场版', '鲁邦三世', '大野雄二', '山田康雄', '卡里奥斯特罗之城']"
14225713,1,【台配国语】新哆啦A梦284——温暖的雪仗、小夫在刚田商店打工,1164,2017-09-09 07:36,喜欢动画片,28,4,6,9,"['哆啦A梦', '经典动漫', '国语']"
14283182,13,【BDRip1080p】 Hellsing/皇家国教骑士团 OVA 【RP工作室&C.mp】,37467,2017-09-08 21:52,菜刀酱,2583,199,71,916,"['地狱之歌', '厄夜怪客']"
14276069,2,【DVDrip528P】忍者/忍者Cadets 1996【中字】,1145,2017-09-08 18:20,杀车片,74,4,5,4,"['忍者', 'OVA', '菅沼荣治', 'Ninja Cadets', 'Ninja者', '忍者Cadets']"
14267709,12,【合集】漫画家与助手,820507,2017-09-08 18:14,哔哩哔哩番剧,6873,3189,4856,28368,"['BILIBILI正版', 'TV动画']"
14277661,99,【国语动漫】宇宙兄弟 (台配国语/繁体中文字幕) (2012),3170,2017-09-08 17:56,融化时光,147,7,10,5,"['宇宙兄弟', '日本动画', '科幻', '平田广明', 'TV动画', '冒险', '卫视电影台', '卫视中文台', '华视']"
14263334,24,【720P/BDRip】岩窟王【生肉】,1772,2017-09-08 17:48,爱妹无双,127,6,19,2,"['生肉', '悬疑', '烧脑', '720P', 'BDRIP']"
14276504,1,【BD1080P】精灵宝可梦 水都的守护神 拉帝亚斯和拉帝欧斯,3584,2017-09-08 17:24,SR新兰,227,26,17,84,['精灵宝可梦']
14234826,37,咕噜咕噜魔法阵 第二部【国语配音】,1209,2017-09-08 10:54,终生大会员,69,1,8,0,['咕噜咕噜魔法阵第二部国语']
14251861,1,【TVB粤语】城市猎人-爱与宿命的连发枪剧场版（1989）,1734,2017-09-08 10:50,一只广东佬,93,6,4,2,"['日本动画', '粤语', '剧场版', '城市猎人', 'TVB', 'tvb', '热血']"
14257483,6,【1080P/BDRip】生存游戏社 OVA合集【ReinForce】,2692,2017-09-08 10:48,萨潞法迩,220,21,19,9,"['少女', '悠木碧', '东山奈央', '日常', '搞笑', '百合', '内山夕实', '井上喜久子', '战斗', '社团']"
14258516,1,【爱子动画粤语】城市猎人-百萬美金報酬剧场版（1990）,1305,2017-09-08 10:46,一只广东佬,87,2,3,1,"['粤语', '剧场版', '城市猎人', 'TVB', '怀旧', '日本动画']"
14256188,1,【DVDrip720P】超剧场版Keroro军曹3 Keroro对Keroro，天空大决战！【Dmzj字幕】,3425,2017-09-08 10:41,奈落·绅士,249,15,11,38,"['川上伦子', '斋藤千和', '渡边久美子', '日升', 'Keroro军曹']"
14260568,13,【1080P】Regalia 三圣星【英配生肉】,2107,2017-09-08 10:39,无所事事哈士奇,120,6,8,12,"['日本动画', '生肉', '1080P']"
14242721,1,【OVA/1080P】加速世界 01,8473,2017-09-08 10:38,幻影动漫社,329,15,41,34,"['科幻', '冒险', '游戏', '机战', '动漫', '1080P', '战斗', 'BDRIP']"
14181525,13,【合集/480P】英配版 K- Return of Kings【生肉】,1882,2017-09-08 10:29,摇光泉,133,9,9,11,"['K', '英文配音动画', 'K 第二季']"
14230015,39,【BD1080P】今天开始做魔王 第三季【WOLF】,22087,2017-09-08 10:27,hungry小浩纸,3257,126,195,350,"['井上和彦', '森川智之', '小西克幸', '樱井孝宏', '今天开始做魔王', '今日魔王']"
14236007,26,七武士动画版【BD·RIP】1080P,6919,2017-09-07 11:34,恶人到底,530,19,36,16,"['日本动画', 'GONZO', '七武士', '黑泽明', 'TV动画', '1080P', 'BDRIP']"
14238234,1,【360P/英语中字】精灵宝可梦 酋雷姆vs圣剑士 凯路迪欧,1578,2017-09-07 11:33,SR新兰,42,6,15,4,"['精灵宝可梦', '剧场版']"
14235564,28,【720P/BDRip】铳墓GUNGRAVE【生肉】,8510,2017-09-07 11:32,爱妹无双,303,11,18,20,"['经典', '神作', 'TV动画', 'BDRIP', '720P', '热血']"
14234835,26,【合集】灌篮少年【星空卫视国语/台配国语】【1-26话全】,16598,2017-09-07 11:31,國語動漫,665,26,96,97,"['怀旧', 'TV动画', '经典', '校园', '灌篮少年', '热血', '星空卫视', '国语动漫', 'DEAR BOYS', '台配国语']"
14234278,26,【BDRip1080p】 魔法少女奈叶StrikerS【雪飘工作室】,6760,2017-09-07 11:31,菜刀酱,1051,85,69,80,"['魔炮', '第三季']"
14231326,1,【DVDrip720P】超剧场版Keroro军曹5 诞生！究极Keroro！奇迹般的时空岛是也！【X2字幕】,3459,2017-09-07 11:30,奈落·绅士,242,21,27,40,"['川上伦子', '桑岛法子', '斋藤千和', '渡边久美子', '日升', 'Keroro军曹']"
14228798,1,【1080P/BDRip】 91Days 第13话/OVA【2的召唤】,2340,2017-09-07 11:27,萨潞法迩,126,9,11,2,"['小野大辅', '悬疑', '樱井孝宏', '中村悠一', '动作', '推理', '热血', '1080P']"
14204093,12,【720P/TVRip】请认真和我恋爱【生肉】,6335,2017-09-07 11:22,爱妹无双,284,10,12,14,"['生肉', 'TV动画', '搞笑', '720P', '热血', 'BDRIP']"
14206334,139,【TVB粤语】城市猎人city hunter（1987）,11375,2017-09-07 11:14,一只广东佬,653,38,35,59,"['神作', 'TVB', 'TV动画', '粤语', '城市猎人', '合集', 'TVB配音']"
14221754,1,【480P/葡语生肉】精灵宝可梦 酋雷姆VS圣剑士凯路迪欧,4565,2017-09-06 17:59,SR新兰,59,3,16,24,['精灵宝可梦']
14220092,1,【720P/日语中字】精灵宝可梦 酋雷姆VS圣剑士凯路迪欧,2057,2017-09-06 17:57,SR新兰,77,5,28,17,"['精灵宝可梦', '剧场版']"
14217257,27,【480p/经典】恐龙大战争 1977【意大利语/生肉】,670,2017-09-06 17:40,大铁人17号,26,1,4,1,"['生肉', 'TV动画', '经典', '合集', '意大利语']"
12476097,12,【1080P】动物巴士 第一季,746,2017-09-06 17:01,A_Little_Plus,45,3,4,5,"['治愈向', '动画', '泡面番', '1080P', '合集', '软萌']"
