番号,集数,名字,播放量,投稿时间,作者,收藏数,硬币数,评论数,弹幕数,标签 
14996490,3,【BD1080P】Strike Witches Operation Victory Arrow/强袭魔女 胜利之剑【千夏】,15871,2017-10-04 11:21,とある科学のAki,3205,157,69,89,"['福圆美里', '强袭魔女', '门胁舞以', '田中理惠', '百合', '飞天小裤裤', 'BDRIP', '北欧组', '1080P', '强袭魔女胜利之剑']"
15032032,180,[720P]游戏王GX全180[X2/NW字幕],21580,2017-10-04 11:18,有点Idiot的EC,2217,128,92,287,"['TV动画', '游戏王', '动漫', '卡牌', '720P', '热血']"
15002695,1,【台配国语】新哆啦A梦308——在天空飞的鱼、偏心的偏心树,2572,2017-10-03 22:19,喜欢动画片,48,7,9,23,"['日本动画', '中文', 'TV动画', '哆啦A梦', '国语', '经典动漫']"
15029066,1,[补档720P]哆啦A梦新番052（2006.06.16）交换妈妈&大雄消失了？,4761,2017-10-03 22:19,酸小管,76,10,13,83,['哆啦A梦']
15027748,26,【BD1080P】英雄世纪 / 英雄时代 / Heroic Age【OUR】,5443,2017-10-03 22:15,Team·撞,490,64,59,61,"['冲方丁', '平井脸', '英雄时代', '英雄世纪', 'Heroic Age']"
15035734,1,【BD1080P】Princess Principal SP01 (Picture Drama)【个人中字】,17950,2017-10-03 20:56,某壮QwQ,1253,235,134,83,"['大河内一楼', '日本动画', '1080P', 'Princess Principal']"
15022875,13,【1080P】甘城光辉游乐园【英配】【字幕】,6168,2017-10-03 19:16,无所事事哈士奇,431,26,45,64,"['日本动画', '甘城光辉游乐园', '1080P']"
15030661,26,神雕侠侣 动画版  第II部  襄阳风云 （2004）【国语版】【27~52】【合集】,16228,2017-10-03 18:47,世纪之年,1043,27,92,75,"['怀旧', '古装', '金庸', 'TV动画', '武侠', '经典']"
15030117,26,神雕侠侣 动画版 第Ⅰ部  古墓奇缘 （2003）【国语版】【01~26】【合集】,10364,2017-10-03 18:45,世纪之年,952,34,75,118,"['武侠', '经典', '怀旧', '古装', '金庸', 'TV动画']"
15017393,2,【DVDrip480P】妖精姬莲/夺宝精灵使 1995【中文字幕】,1373,2017-10-03 12:33,杀车片,103,7,3,3,"['奇幻', 'OVA', '搞笑', '大地丙太郎', '原创', '妖精', '妖精姬莲', '夺宝精灵使']"
15013463,224,[720P]游戏王(DM)全224集[晨曦/Astral Union],26282,2017-10-03 11:55,有点Idiot的EC,3278,182,109,479,"['游戏王', '经典', '日本动画', '卡牌', '720P', '热血']"
15003169,14,【480P/DVDRip】阿漬的垃圾堆 【全14】,151,2017-10-03 11:53,塞哩擠扣麻辣寒吉,4,0,0,0,['泡麵番']
15016290,1,【720P】悠悠式 OVA（TV未放送） 【DHR】,1390,2017-10-03 11:48,萨潞法迩,133,21,17,2,"['种田梨沙', '日常', '少女', '茅野爱衣', '堀江由衣', '百合', '搞笑', '大久保瑠美']"
15016241,14,【BD1080P】魔弹之王与战姬SP14话全【DHR】,--,2017-10-03 11:46,妹妹的胖次很香,319,64,31,15,"['搞笑', 'SP', '1080P']"
15015173,1,【720P】Princess Principal SP01 【DHR】,7080,2017-10-03 11:44,萨潞法迩,336,97,56,47,"['少女', '谍战', '百合', '大河内一楼']"
14976917,20,【BD/FHD】伪恋【诸神简日双语】,23818,2017-10-02 18:57,コナンVSルパン,2470,552,174,2104,"['TV动画', '伪恋', '诸神字幕组', '1080P', 'BDRIP']"
14987672,46,【DVDRIP/480P】银河漂流Vifam【国语高清版】,1165,2017-10-02 18:45,终生大会员,81,6,2,0,"['BDRIP', 'DVDRIP', '银河漂流国语版']"
14995202,1,【台配国语】新哆啦A梦306——事件定时炸弹、大冒险游戏书,2942,2017-10-02 18:44,喜欢动画片,40,14,9,69,"['哆啦A梦', 'TV动画', '童年', '日本动画', '中文', '搞笑', '经典动漫', '陈美贞', '国语']"
14736674,52,【国语版】冒险王比特 第一季（2004）【01集-52集】【合集】,3736,2017-10-02 18:44,世纪之年,149,5,4,3,"['童年', '冒险王比特']"
14989171,25,【720P】花牌情缘【英配生肉】,2271,2017-10-02 16:27,无所事事哈士奇,121,7,17,10,"['日本动画', '生肉']"
14988677,26,【480p/经典】玲珑三勇士 1973 【日语/生肉】,363,2017-10-02 16:26,大铁人17号,15,1,3,0,"['生肉', '漫画改编', '手冢治虫', '经典', '合集']"
14985281,13,【1080p】翠星之加尔刚蒂亚第一季【粤语】,2695,2017-10-02 16:25,过后一沉于浅梦而不醉,169,6,20,4,"['治愈向', '冒险', '剧情向', '剧情', '动漫', '1080P', '合集']"
14988596,1,【BD720P】黑白来看守所 OVA(TV未放送26话)【个人中字】,33262,2017-10-02 16:17,某壮QwQ,135,105,253,1111,"['日本动画', '黑白来看守所']"
14965073,1,【720P】《阿基拉/AKIRA》【自制日文字幕（无中文）】,1632,2017-10-02 16:12,E_A_CHAN,64,9,14,22,"['动画电影', '日本电影', 'AKIRA']"
14828822,1,【720P/DVDRip】一拳超人OVA6【熟肉】,86720,2017-10-02 16:11,云翼酱,1031,130,82,346,"['一拳超人', '720P']"
14915848,52,【清晰/生肉】SD高达force,3835,2017-10-02 16:06,史上最强无敌莱菲赛特,145,9,13,7,"['生肉', 'SD敢达', '神谷浩史', '科幻', '机战', '经典', '机动战士高达', '日本动画', '热血', '神谷浩史成名作']"
14964847,1,【补档/720p】哆啦A梦新番105-台风风子 （129.3字幕）,2110,2017-10-02 14:00,哆啦有个梦,46,5,23,25,"['哆啦A梦', '台风的风子']"
14981669,1,[补档720P]哆啦A梦新番048（2006.05.19）狂热！胖虎粉丝俱乐部&无精打采的胖虎,2471,2017-10-02 12:01,酸小管,58,9,6,30,['哆啦A梦']
14979285,26,【720p/补全】超级偶像猫铃铛／DI GI CHARAT Nyo 第 053-104集【字幕】,681,2017-10-02 11:52,炎の妖精诺露琪,41,3,7,1,"['经典', '泽城美雪', '超级偶像猫铃铛']"
14975631,13,【DVD576P】女神候补生 【字幕内详】,3011,2017-10-02 11:25,祜生,277,35,26,2,"['机战', 'TV版']"
14973620,26,【480P/生肉】福尔摩斯在22世纪【英配】,1948,2017-10-02 11:22,喵Dee,162,5,9,5,"['怀旧', '福尔摩斯', '童年']"
14967687,1,【台配国语】新哆啦A梦305——跑吧流水素面、迟到十分钟的超能力,1884,2017-10-02 11:17,喜欢动画片,34,7,6,55,"['哆啦A梦', '日本动画', 'TV动画', '经典动漫', '国语']"
14967493,1,【1080P】巴哈姆特之怒 VIRGIN SOUL 24 【英文字幕/生肉】,42264,2017-10-02 11:17,RONG0224,632,38,73,173,"['巴哈姆特之怒', '奇幻', '动画', '冒险', '夏利欧斯', '妮娜', '热血', '1080P', '夏妮', 'VIRGIN SOUL']"
14966891,3,【480P】美少女游击队 OVA 3话全【冷番补完字幕组】,735,2017-10-02 11:14,有酒乐逍遥year,80,7,11,1,"['OVA', '独立OVA']"
14957074,22,【搞笑萌翻】仓鼠管家Ebichu合集1999 三石琴乃【SSK字幕组】纯净删减版,23688,2017-10-02 11:08,MYMRaven,1307,55,63,175,"['治愈向', '日本动画', 'TV动画', '童年', '经典', '怀旧', '搞笑', '仓鼠管家', '合集', 'OVA•OAD']"
14958246,11,【720P/BDRip】FRACTALE/分形世界【生肉】,1275,2017-10-02 10:34,爱妹无双,161,3,9,6,"['治愈向', '小清新', '奇幻', '720P', 'BDRIP']"
14914584,65,【国语/546P】妙妙城 【合集】,498,2017-10-02 10:30,幻魔哆啦,48,2,2,1,"['TV动画', '经典']"
14903021,1,[补档720P]哆啦A梦新番051（2006.06.09）无所事事的一天&需要变成小猫的大雄,6567,2017-10-01 19:23,酸小管,100,18,10,88,['哆啦A梦']
14955753,12,【720P/BDRip】超重神 第二季【生肉】,8128,2017-10-01 16:05,爱妹无双,269,9,11,2,"['机战', '超重神', '720P', '热血', 'BDRIP']"
14954898,13,【720P/BDRip】超重神 第一季【生肉】,9351,2017-10-01 16:04,爱妹无双,388,9,21,14,"['机战', '经典', '热血', 'BDRIP', '720P']"
14955771,1,【熟肉】Wakfu第二季 6p中文简体,2282,2017-10-01 15:24,z1-s-h,21,8,9,4,"['WAKFU', '动画', '第二季', 'wakfu', '中文简体', 'Wakfu第二季']"
14920202,1,【BD1080P】饿狼传说 剧场版 1994【中文字幕】,33976,2017-10-01 14:23,杀车片,2487,122,137,1116,"['拳皇', '剧场版', '不知火舞', '锦织一清', '饿狼传说', '游戏改', '大张正己', '餓狼伝説', '曾木亚古弥']"
14941185,26,【396P】鬼眼狂刀【国语中字全集】,9202,2017-10-01 12:28,终生大会员,386,5,11,11,['鬼眼狂刀国语']
14939300,26,【720P/BDRip】深渊传说【生肉】,1959,2017-10-01 12:25,爱妹无双,117,2,9,6,"['奇幻', '720P', '战斗', '致郁', '热血', 'BDRIP']"
14940886,23,【1080P】冰菓 22话+11.5话（OVA）【英配生肉】,24342,2017-10-01 11:54,无所事事哈士奇,2081,164,105,86,"['日本动画', '经典', '京阿尼', '1080P']"
14930627,1,【DVDRip/日语中字】鲁邦三世特别篇 the Last Job 【神奇】,2431,2017-10-01 11:23,SR新兰,144,3,6,13,"['鲁邦三世', '日本动画', 'OVA•OAD']"
14944145,50,【720P/BDRip】兽之奏者艾琳【生肉】,753,2017-10-01 11:15,爱妹无双,99,2,5,1,"['治愈向', 'BDRIP', '720P']"
14933680,13,【720P/BDRip】荒川爆笑团 第二季【生肉】,893,2017-10-01 11:15,爱妹无双,88,5,10,3,"['720P', 'BDRIP']"
14854061,39,720P/DVDRip】蓝宝石之谜【生肉】,348,2017-10-01 10:45,爱妹无双,37,1,4,1,"['童年', '科普', '720P', 'DVDrip']"
14938379,1,【台配国语】新哆啦A梦304——乐不思蜀的幽灵生活、能预先收到回信的邮筒,2148,2017-10-01 10:41,喜欢动画片,34,5,8,21,"['哆啦A梦', '童年', '经典动漫', '国语']"
14917385,1,【720】灰与幻想的格林姆迦尔1 OVA,35885,2017-10-01 10:40,过后一沉于浅梦而不醉,1248,127,136,228,"['灰与幻想的格林姆迦尔', '日常', '动漫', '720P', '轻改']"
14930746,1,【720p/DVDRip】初恋怪兽 ova（tv未播第13话）【生肉】,2314,2017-10-01 10:37,BClahm,136,14,26,56,"['堀江由衣', '樱井孝宏', '初恋怪兽', '初恋monster']"
14750015,12,【720P】狂野夏令营 S02 【万俟猫动画】,2484,2017-09-30 18:00,万俟猫,292,55,53,264,['campcamp']
14914293,1,【1080P】甘城光辉游乐园 OVA（14话）【英配】【字幕】,62203,2017-09-30 11:27,无所事事哈士奇,1914,136,144,155,"['甘城光辉游乐园', '日本动画', '1080P', 'OVA•OAD']"
14912800,1,【1080P/BDrip】鲁邦三世1997年特别篇  瓦尔特P-38【中文字幕】,5401,2017-09-30 11:24,魯邦叁世,402,58,40,158,"['鲁邦三世', '速水奖', '钱形幸一', '次元大介', '内海贤二', '峰不二子']"
14911288,1,【动画熟肉】魔幻组曲棱镜娜娜 星空篇【JolFamily字幕组】,2065,2017-09-30 11:24,初音未来感谢祭,182,57,23,43,"['三森铃子', '南条爱乃', '喜多村英梨', '今井麻美', '安济知佳', 'PRISM NANA', '720P', 'OVA•OAD', '魔幻组曲棱镜娜娜', 'Daisy×Daisy']"
14909006,1,【台配国语】新哆啦A梦303——出击潜水艇大雄号、快乐地找工作,1834,2017-09-30 11:21,喜欢动画片,41,6,11,14,"['哆啦A梦', '国语']"
14909007,11,【720P】东之伊甸 TV01-11【英配】【网络字幕资源】,2114,2017-09-30 11:21,无所事事哈士奇,106,5,5,1,"['日本动画', '720P']"
14906991,1,【1080P/BDRip】OVERLORD总集篇剧场版 前篇 不死者之王【自制字幕】,356505,2017-09-30 11:19,银雪星霜,21362,4675,808,5756,"['剧场版', '总集', '总集篇', '1080P', 'overlord']"
14849828,1,【BD1080P】某科学的超电磁炮S特典【爱恋&风之圣殿】,11243,2017-09-29 20:00,妹妹的胖次很香,419,88,56,113,"['OVA', '1080P', 'BDRIP']"
14889120,12,【合集】怪医黑杰克（1993）,20246,2017-09-29 15:22,哔哩哔哩番剧,814,127,423,1662,"['TV动画', 'BILIBILI正版']"
13759381,13,【合集】战姬绝唱SYMPHOGEAR G,28775,2017-09-29 13:52,哔哩哔哩番剧,136,99,291,1449,['BILIBILI正版']
14738124,1,【LD480P】风神战士/摩羯座 Capricorn OVA 1991【中文字幕】,876,2017-09-29 12:01,hungry小浩纸,43,9,3,1,"['漫改', '摩羯座', '风神战士', '真鍋譲治']"
14884787,6,【BD720P/生肉合集】青之文学,1135,2017-09-29 11:24,池松壮亮的圈内女友,143,6,3,12,"['芥川龙之介', '堺雅人', '太宰治', '生肉', '夏目漱石', '久保带人', '小畑健', '坂口安吾', '许斐刚']"
14882729,1,【720P/OVA】恩星与魔法平板 ~另一位午睡公主~ 【兔子字幕社】,563,2017-09-29 11:21,池松壮亮的圈内女友,61,2,1,2,"['高畑充希', '720P', '神山健治', 'BDRIP', '午睡公主']"
14879847,1,【短片】皮卡丘的欢乐暑假【英配生肉】,1330,2017-09-29 11:20,无所事事哈士奇,22,1,4,4,"['短片', '日本动画', '皮卡丘', '生肉', '搞笑', '经典']"
14878188,1,【台配国语】新哆啦A梦302——决战胖虎VS鬼怪军团、世界纪录石,3693,2017-09-29 11:19,喜欢动画片,69,10,6,46,"['日本动画', '童年', '哆啦A梦', '大雄', '国语', '经典动漫']"
14853413,39,【DVD/粤语】冒险少女娜汀亚/蓝宝石之谜  【生肉】,728,2017-09-29 11:19,炸酱弟弟,28,2,4,3,['日本动漫']
14876074,40,崔普一家物语/ 音乐之声 /1991年【国语无字】【40话全】,861,2017-09-29 11:15,终生大会员,70,4,2,1,"['世界名作剧场', 'TV动画', '音乐之声', '崔普一家物语国语版']"
14844955,3,【生肉/完结】残念女干部布莱克婕芮菈小姐 08~10,1734,2017-09-29 10:30,北谎未离,42,11,8,49,"['生肉', '布莱克婕芮菈小姐', '残念女干部']"
14811349,13,【720P】狂野夏令营 S01 【万俟猫动画】,2279,2017-09-29 00:17,万俟猫,426,54,18,73,['campcamp']
14870126,1,【480P/OVA】金色的卡修OVA1：拥有黄金胸部的男人【极影】,3260,2017-09-28 17:31,奶活家教Shaw_K,55,16,13,15,"['日本动画', '经典', 'OVA•OAD']"
14864669,1,【720P/生肉】追逐繁星的孩子,3983,2017-09-28 15:41,奶活家教Shaw_K,325,26,15,175,"['日本动画', '新海诚', '剧场版']"
14862569,1,【DVDrip544P】赏金猎人 1996【中文字幕】,1582,2017-09-28 15:39,hungry小浩纸,58,12,11,16,"['漫改', 'OVA•OAD', '猿渡哲也']"
14861141,12,【合集】超级索尼子 THE ANIMATION【独家正版】,68218,2017-09-28 14:57,哔哩哔哩番剧,1157,232,1296,2475,"['TV动画', 'BILIBILI正版']"
14861249,26,【合集】破里拳 Hurricane Polimar（1974）,4486,2017-09-28 12:13,哔哩哔哩番剧,123,11,113,55,"['TV动画', 'BILIBILI正版']"
14859515,3,【1080P/BDrip】鲁邦三世1996年剧场版 Dead or Alive【百度鲁邦三世吧字幕组】,5540,2017-09-28 11:15,魯邦叁世,363,58,50,91,"['高山南', '古谷彻', '鲁邦三世', '次元大介', '峰不二子', '石川五右卫门', '栗田贯一']"
14854805,12,【1080P】玛利亚狂热【英配生肉】,4855,2017-09-28 11:14,无所事事哈士奇,212,11,16,2,"['玛利亚狂热', '日本动画', '1080P']"
14831367,1,【BD1080P】盗梦侦探/红辣椒/帕布莉卡【粤语中字】【今敏】,5545,2017-09-28 11:12,Chrish_time,723,39,22,97,"['经典', '红辣椒', '悬疑', '科幻', '盗梦侦探', '粤语', '今敏', '中文字幕', '日本动画', '帕布莉卡']"
14849737,1,【台配国语】新哆啦A梦301——大雄的房间禁止进入、安心胖虎保险,3160,2017-09-28 10:58,喜欢动画片,49,5,5,41,"['哆啦A梦', '国语']"
14849170,1,【OAD】食戟之灵04【生肉】,67531,2017-09-28 10:56,エンジェル,1306,95,148,919,"['食戟之灵', '动漫', '种田梨沙', 'OAD']"
14844606,1,【480P】太平洋上的彩虹 OVA 1992【冷番补完字幕组】,202,2017-09-28 10:50,有酒乐逍遥year,17,4,6,2,"['池田大作', 'OVA', '1992', '潘惠子', '480P', '独立OVA']"
14842824,1,【480P/生肉】她和她的猫 1999,1839,2017-09-27 17:27,奶活家教Shaw_K,113,21,10,32,"['日本动画', '生肉', '新海诚', '经典']"
14840868,3,【480P/DVDRip】夜樱四重奏～月之泣～【汐空】,1664,2017-09-27 17:27,萨潞法迩,153,7,9,2,"['冒险', '泽城美雪', '福圆美里', '科幻', '关智一', '少女', '小野大辅', '梶裕贵']"
14838099,1,【生肉】残念女干部布莱克婕芮菈小姐 07,1311,2017-09-27 16:56,北谎未离,28,8,8,13,"['生肉', '布莱克婕芮菈小姐', '残念女干部']"
14792909,24,【粤语】苍色骑士【Animax】,4612,2017-09-27 16:24,TouJiYungen,179,3,4,1,['粤语配音']
14837962,40,【台配国语】格林童话剧场版,2661,2017-09-27 15:48,我是谢慧雯,303,7,17,13,"['童年', '动漫', '经典', '怀旧', '格林童话']"
14791622,26,【粤语/396P】七武士【TVBp】,2358,2017-09-27 15:44,TouJiYungen,135,6,6,7,"['雷霆', '梁伟德', '张颂欣', '粤语配音', '黄启昌', 'TVB配音', '邝树培', '刘昭文']"
14835085,24,【720P/生肉】寒蝉鸣泣之时 解,2038,2017-09-27 14:18,奶活家教Shaw_K,113,8,12,2,"['治愈', '经典', '日本动画', '生肉', '寒蝉鸣泣之时', 'TV动画', '旧番', '720P', '催泪', 'BDRIP']"
14823759,23,【480p/国语】忍者神龟 2003 第二季,3393,2017-09-27 14:17,樱花与烟花,565,14,14,5,"['怀旧', '日本动画', '经典', 'TV动画', '奇幻', '中文', '欧美动画', '忍者神龟', '热血']"
14834327,1,【生肉】残念女干部布莱克婕芮菈小姐 06,1475,2017-09-27 11:22,北谎未离,31,7,8,26,"['生肉', '布莱克婕芮菈小姐', '残念女干部']"
14825277,1,【720P】宠物小精灵XY 剧场版 破坏之茧与蒂安希【英配】,5755,2017-09-27 11:14,无所事事哈士奇,95,1,30,4,"['精灵宝可梦', '日本动画', '720P']"
14820878,13,【720P/BDRip】荒川爆笑团  第一季【生肉】,2972,2017-09-27 11:11,爱妹无双,178,14,11,7,"['治愈向', '搞笑', '动漫', '神作', '720P', 'BDRIP']"
14821898,1,【LD480P】繁星乐园/明星情侣 1991【中文字幕】,552,2017-09-27 11:10,hungry小浩纸,45,5,11,2,"['恋爱', 'OVA', '兄妹', '草尾毅', '克亚树', '明星情侣', '水谷优子', '本多知惠子']"
14827896,1,【熟肉】刀剑神域：序列之争 SP (蓝光特典)【唯梦】,51084,2017-09-27 11:08,贴吧坦克君,1790,331,125,440,"['户松遥', '特典', 'SP', '刀剑神域', '松冈祯丞', 'BDRIP', '小剧场', 'SAO', '唯梦', '序列之争', 'そーどあーとおふらいん', 'Sword Art Offline']"
14824193,1,【台配国语】新哆啦A梦300——虫虫英雄拜见了、一寸帽子,1433,2017-09-27 11:05,喜欢动画片,30,2,2,22,"['童年', '哆啦A梦', '日本动画', '华视', '国语', '经典动漫']"
14832191,1,【生肉】残念女干部布莱克婕芮菈小姐 05,1276,2017-09-27 10:35,北谎未离,24,9,5,24,"['生肉', '布莱克婕芮菈小姐', '残念女干部']"
14739032,163,【360P/240P/标清】棒球大饭桶,1902,2017-09-26 19:24,幻影动漫社,68,8,14,8,"['动漫', '搞笑', '校园', 'TV动画', '经典', '热血', '合集']"
14817266,1,【生肉】残念女干部布莱克婕芮菈小姐 04,2570,2017-09-26 18:44,北谎未离,31,16,8,8,"['生肉', '布莱克婕芮菈小姐', '残念女干部']"
14775856,26,【480P/国语】忍者神龟2003第一季,12232,2017-09-26 18:36,樱花与烟花,1383,65,50,77,"['搞笑', '经典', '怀旧', '奇幻', '忍者神龟', '国语版', '热血', '欧美动画']"
